French,Tamazight_Kabyle,LLM_Translation,BLEU_Score,CER
Le pont céda en raison de la crue.,Tiqenṭert-nni ur teṭṭif ara deg uḥemmal n waman.,Taqenṭert tehudd seg lḥemla.,0.0,0.5652173913043478
"Tu vas bien, j'espère !",Yak ur kem-yuɣ wara?,Ssarameɣ tellid di lehna.,0.0,1.0555555555555556
Tu as un grand nez.,Meqqer anzaren-ik.,Tesɛiḍ tinzer tameqrant.,0.0,1.0625
J'accrochais mes photos sur le mur.,Lliɣ ssenṭaḍeɣ tiwlafin-iw ɣer lḥiḍ.,Ttagleɣ tewlafin-iw ɣef lḥid.,0.0,0.4411764705882353
Lisez ceci d'abord.,Ɣer aya di tazwara.,Ɣret aya d amezwaru.,0.08034284189446518,0.3888888888888889
Qui l'a ?,Anwa i t-yesɛan?,Anwa i t-isɛan?,0.24028114141347542,0.14285714285714285
J'apprends le français maintenant.,Ad lemdeɣ tafransist tura.,Llemdeɣ tafransist tura.,0.17216896116316355,0.12
J'apprends le français maintenant.,Lemmdeɣ tafransist tura.,La lmedeɣ tafransist tura.,0.16990442448471224,0.17391304347826086
Tom obéira.,Tom ad yaɣ awal.,Tom ad yaɣ awal.,1.0,0.0
Dis-le à Tom.,Ini-as-t i Tom.,Ini-t i Tom.,0.24028114141347542,0.16666666666666666
Informez-en Tom.,Sseɛlem Tom.,Mlet-as i Tom.,0.11362193664674995,0.6363636363636364
Informez-en Tom.,Lɣu Tom.,Mlet-as i Tom.,0.11362193664674995,1.0
Tom est enseignant de français.,Tom d aselmad n tefransist.,Tom d aselmad n tefransist.,1.0,0.0
Tom est professeur de français.,Tom d apṛufiṣur n tefransist.,Tom d aselmad n tefransist.,0.16068568378893033,0.2857142857142857
As-tu acheté les médicaments ?,Tuɣeḍ-d dwawi?,Tyuɣeḍ isafaren?,0.0,0.75
Il ne perd pas de temps.,Ur isṛuḥay ara lweqt.,Ur iḍeyyiɛ ara lweqt.,0.1880301546543197,0.3
Il ne perd pas de temps.,Ur isṛuḥay ara akud.,Ur iḍeyyiɛ ara lweqt.,0.09554427922043669,0.5789473684210527
Tom ne perd pas de temps.,Ur yesṛuḥay ara Tom akud.,Tom ur iḍeyyiɛ ara lweqt.,0.07071067811865477,0.8333333333333334
Tom ne perd pas de temps.,Ur yesṛuḥay ara Tom lweqt.,Tom ur iḍeyyiɛ ara lweqt.,0.07598356856515925,0.64
Avez-vous acheté les médicaments ?,Tuɣem-d dwawi?,Tseɣem-d isafaren?,0.0,0.75
Tom retira son chapeau.,Tom yekkes ačapun-is.,Tom yekkes tacacit-is.,0.24028114141347542,0.2631578947368421
Tom a tiré sur Mary.,Tom yewwet ɣef Mary.,Tom iwwet ɣef Mary.,0.1880301546543197,0.10526315789473684
Mary est très belle.,Mary tecbeḥ nezzeh.,Mary d tucbiḥt aṭas.,0.08034284189446518,0.6111111111111112
Mary est très belle.,Mary tecbeḥ aṭas.,Mary tucbeḥ aṭas.,0.13512001548070346,0.0625
Mary est très belle.,Mary tezyen aṭas.,Mary tucbiḥ nezzeh.,0.11362193664674995,0.6875
Mary est très belle.,Mary tezyen nezzeh.,Mary d tucbiḥt aṭas.,0.08034284189446518,0.7777777777777778
L'hiver approche.,Ad teddu cetwa.,Tagrest tqeṛṛeb-d.,0.0,1.0
L'hiver approche.,Ad teddu tegrest.,Tqeṛṛeb-d tegrest.,0.09069748827745895,0.4375
Jetons-y un coup d'œil.,Ayaw ad nger tiṭ.,Anmuqel.,0.0,0.875
Jetons-y un coup d'œil.,Ayaw ad nmuqel.,Anmuqel.,0.0,0.5
Jetons-y un coup d'œil.,Ayaw ad nwali.,Anmuqel.,0.0,0.8461538461538461
Quelque chose a changé.,Yella wayen ibeddlen.,Kra ibeddel.,0.0,0.6
C'est l'heure.,D lawan kan.,D lweqt.,0.09069748827745895,0.6363636363636364
Trouve Tom.,Af-d Tom.,Af Tom.,0.1495348781221221,0.14285714285714285
Trouvez Tom.,Afet-d Tom.,Afet Tom.,0.1495348781221221,0.1111111111111111
Il nous faut l'argent.,Laqen-aɣ yidrimen.,Neḥwaǧ idrimen.,0.0,0.4375
Il nous faut l'argent.,Nesra idrimen.,Neḥwaǧ idrimen.,0.1495348781221221,0.23076923076923078
Détestes-tu toujours le français ?,Zun tkerheḍ tanfransist?,Mazal tkeṛheḍ tafransist?,0.0,0.2608695652173913
Détestes-tu toujours le français ?,Mazal tkerheḍ tanfransist?,Mazal tkeṛheḍ tafransist?,0.11362193664674995,0.08
Détestez-vous encore le français ?,Zun daɣen tkerheḍ tanfransist?,Mazal tkeṛhem tafransist?,0.0,0.3793103448275862
Détestez-vous encore le français ?,Mazal daɣen tkerheḍ tanfransist?,Mazal tkeṛhem tafransist?,0.0814136751754278,0.2903225806451613
Tom m'a parlé en français.,Yemmeslay-d yid-i Tom s tefransist.,Tom yemslay-iyi-d s tefransist.,0.14643803168582153,0.375
Essayons-la.,Ayaw ad tt-neɛreḍ.,A-tt-narem.,0.0,0.625
Essayons-le.,Yyaw ad t-neɛreḍ.,A t-narem.,0.0,0.6
Tom est triste.,Tom yeḥzen.,Tom yeḥzen.,0.316227766016838,0.0
Tom est fou.,Tom yedderwec.,Tom d ameslub.,0.11362193664674995,0.6153846153846154
Tom est fou.,Tom d adderwic.,Tom d amehbul.,0.24028114141347542,0.42857142857142855
C'est ici.,Dagi.,D dagi.,0.1495348781221221,0.5
Continue à parler.,Kemmel mmeslay.,Kemmel tmeslayeḍ.,0.1495348781221221,0.21428571428571427
Continue à parler.,Kemmel hdeṛ.,Kemmel meslay.,0.1495348781221221,0.5454545454545454
Continue à parler.,Kemmel awal-ik.,Kemmel tmeslayeḍ.,0.1495348781221221,0.6153846153846154
La bière est bonne.,Lbira telha.,Lbirra telha.,0.1495348781221221,0.09090909090909091
Tom a transpiré.,Tom yessuffeɣ tidi.,Tom iduqqes.,0.09069748827745895,0.6666666666666666
Est-ce un rêve ?,D targit?,D targit?,0.316227766016838,0.0
Tom obéit.,Tom yettaɣ awal.,Tom iḍuɛ.,0.09069748827745895,0.7333333333333333
Tom a obéi.,Tom yuɣ awal.,Tom yuɣ awal.,0.5623413251903491,0.0
Elle est allée avec lui.,Truḥ yid-s.,Teṛuḥ yid-es.,0.0,0.3333333333333333
Elle est allée avec lui.,Tedda yid-s.,Teṛuḥ yid-es.,0.0,0.4
Tom a des poules.,Tom ɣur-s tiyuzaḍ.,Tom yesɛa tiyuza.,0.11362193664674995,0.375
Tom a des poules.,Tom yesɛa tiyuzaḍ.,Tom yesɛa tiyuza.,0.24028114141347542,0.058823529411764705
Tom et moi sommes amis.,Tom d nekk d imdukal.,Nekk d Tom d imeddukkal.,0.16068568378893033,0.55
Tom et moi sommes amis.,Tom akked nekk d imdukal.,Nekk d Tom d imeddukkal.,0.12574334296829354,0.5416666666666666
Tom m'a dit qu'il parlait français.,Tom yenna-yi-d yettmeslay tefransist.,Tom yenna-yi-d belli ihedder tafransist.,0.11362193664674995,0.35294117647058826
Tom m'a dit qu'il parlait français.,Tom yenna-yi-d d akken yettmeslay tefransist.,Tom yenna-yi-d belli ihedder tafransist.,0.09302577375697234,0.40476190476190477
Quelle est la meilleure façon d'apprendre le français ?,Anta-tt tarrayt ifazen i ulmad n tefransist?,D acu i d tarrayt i d-yufan i ulmad n tefrensist?,0.10025157431478134,0.35714285714285715
Tom a beaucoup de livres français.,Tom ɣur-s ddeqs n yidlisen s tefransist.,Ɣur Tom aṭas n yidlisen ifransisen.,0.0808764862779457,0.4473684210526316
J'ai écrit une lettre en français.,Uriɣ tabrat s tefransist.,Uriɣ tabrat s tefransist.,1.0,0.0
Tom aime les animaux.,Tom iḥemmel iɣersiwen.,Tom iḥemmel iɣersiwen.,0.5623413251903491,0.0
Combien de fois faut-il que je le répète ?,Acḥal n tikal i yessefk ad as-d-alseɣ?,Achḥal n tikkal i ilaq ad t-id-alseɣ?,0.043472087194499145,0.3142857142857143
Réponds à Tom.,Err-as i Tom.,Err-as i Tom.,0.5623413251903491,0.0
Répondez à Tom.,Rret-as i Tom.,Erret i Tom.,0.24028114141347542,0.25
Ne saute pas !,Ur ttengiz ara!,Ur ttneggiz ara!,0.13512001548070346,0.14285714285714285
Ne sautez pas !,Ur ttengizet ara!,Ur nneggzet ara!,0.13512001548070346,0.25
Je parlerai.,Ad d-mmeslayeɣ.,Ad mmeslayeɣ.,0.1495348781221221,0.07692307692307693
Je parlerai.,Ad mmeslayeɣ.,Ad mmeslayeɣ.,0.316227766016838,0.0
Je parlerai.,Ad hedṛeɣ.,Ad mmeslayeɣ,0.1495348781221221,0.6666666666666666
Je parlerai.,Ad d-hedṛeɣ.,Ad mmeslayeɣ.,0.1495348781221221,0.6
Je parlerai.,Ad iniɣ.,Ad mmeslayeɣ.,0.1495348781221221,1.1428571428571428
Je parlerai.,Ad d-iniɣ.,Ad mmeslayeɣ.,0.1495348781221221,1.0
Je ne divulgue pas vos secrets.,Ur d-ttkeccifeɣ ara lesrar-nwen.,Ur fessreɣ ara israṛ-nwen.,0.09554427922043669,0.3793103448275862
Je ne divulgue pas vos secrets.,Ur d-ttkeccifeɣ ara lesrar-nkent.,Ur fessreɣ ara israṛ-nwen.,0.09554427922043669,0.43333333333333335
Je ne leur fais pas signe.,Ur sen-ttwehhiɣ ara.,Ur asen-reccmeɣ ara.,0.13512001548070346,0.4444444444444444
Je ne leur fais pas signe.,Ur sent-ttwehhiɣ ara.,Ur asen-reccmeɣ ara.,0.13512001548070346,0.47368421052631576
Je ne leur fais pas signe.,Ur sen-ttesɣaleɣ ara.,Ur asen-xeddmeɣ ara ccara.,0.09554427922043669,0.6842105263157895
Vous ne connaissez rien d'Istanbul.,Ur tessimem acemma ɣef Isṭanbul.,Ur tessnem acemma n Istanbul.,0.06389431042462725,0.1935483870967742
Tu ne connais rien d'Istanbul.,Ur tessineɣ acemma ɣef Isṭanbul.,Ur tessineḍ acemma n Stambul.,0.06389431042462725,0.22580645161290322
Tu ne connais rien d'Istanbul.,Ur tessineḍ walu ɣef Isṭanbul.,Ur tessineḍ acemma n Istanbul.,0.11362193664674995,0.3103448275862069
Il ne va pas mourir.,Ur ittemmat ara.,Ur yettmettat ara.,0.13512001548070346,0.3333333333333333
Je ne les bois pas.,Ur ten-tesseɣ ara.,Ur ten-sswayeɣ ara.,0.13512001548070346,0.3125
Je ne les bois pas.,Ur tent-ttesseɣ ara.,Ur ten sseway ara.,0.09554427922043669,0.3888888888888889
J'aime regarder par la fenêtre.,Ḥemmleɣ ad muqqleɣ ɣef ṭṭaq.,Ḥemmleɣ ad muqleɣ seg ttaq.,0.11362193664674995,0.18518518518518517
Il est un peu mieux qu'un mendiant.,Yif ciṭuḥ amattar.,Yif amesɛi s cwiṭ.,0.08034284189446518,0.7647058823529411
Il est un peu mieux qu'un mendiant.,Xir umeḍlab kan acemma.,Yif amesɛi s cwiṭ.,0.0,0.6818181818181818
Il est parti au bureau de poste pour poster une lettre.,Iruḥ ɣer lbuṣta akken ad iceyyeε tabrat.,Iruḥ ɣer lpusṭa iwakken ad yazen tabrat.,0.08307018474412793,0.28205128205128205
Il est parti au bureau de poste pour poster une lettre.,Iruḥ ɣer tnazzant akken ad yazen tabrat.,Iruḥ ɣer lpusṭa iwakken ad yazen tabrat.,0.20556680845025987,0.20512820512820512
Ils se comportaient bizarrement.,"Wwin-d yiwen n tikli, weḥd-s.",Llan ttggan s tɣerfit.,0.0,0.8
"Mes pieds ont dix orteils, tout comme mes mains ont dix doigts.",Iḍarren-iw deg-sen εecra tfednin akken sεan ifassen-iw εecra iḍuḍan.,"Iḍarren-iw sεan mraw n tḍuḍan, am wakken ifassen-iw sεan mraw n tḍuḍan.",0.022416933501922302,0.515625
Son papa est mort l'année dernière.,Yemmut baba-s ilindi.,Baba-s yemmut aseggas yezrin.,0.09554427922043669,0.8947368421052632
"Nous ne pouvons changer l'histoire, mais nous pouvons apprendre d'elle.",Ur nezmir ad nbeddel amezruy maca nezmer ad d-nelmed seg-s.,"Ur nezmir ara ad nbeddel amezruy, lameɛna nezmer ad nelmed seg-s.",0.141777136045218,0.17857142857142858
Je veux faire du volontariat pour expier tout ce que j'ai fait.,Bɣiɣ ad ruḥeɣ d awaziw akken ad xellṣeɣ kra xedmeɣ n dir.,Bɣiɣ ad xedmeɣ leqdic n tallelt iwakken ad kfureɣ ayen akk xedmeɣ.,0.045293761707938834,0.6607142857142857
Je vous y ai vu.,Ẓriɣ-ken dinna.,Walaɣ-ken din.,0.0,0.46153846153846156
J'aimerais boire un coca.,Bɣiɣ ad sweɣ yiwen n kuka.,Bɣiɣ ad sweɣ lkuka.,0.24117803988461298,0.32
"D'avance, merci.",Tanemmirt si tura.,Tanemmirt s umazwar.,0.11362193664674995,0.4117647058823529
"Nous trouvâmes le randonneur perdu, transi de froid.",Nufa-d aḥewwas-nni iwumi yeεreq ubrid yeqqur s usemmiḍ.,"Nufa amassafer i ijlan, yebbeṛbeṛ s usemmiḍ.",0.0605543865104477,0.5192307692307693
Tu ne devrais entretenir aucune fréquentation avec de tels gens.,Ur ilaq ara yakk ad txalḍeḍ imdanen am widak.,Ur ilaq ara ad tmuɛacereḍ imdanen am widak.,0.21204736304688324,0.25
"Même si on pouvait vivre sur Mars, il faut d'abord y aller.","Ɣas nezmer ad nidir deg umtiweg n Meɣres, ilaq qbel ad naweḍ ɣer din.","Ɣas ma nezmer ad nidir deg Mars, ilaq uzyer ad nruḥ ɣer-s.",0.20640765449620033,0.417910447761194
Il se faisait des illusions.,Yella yettkellix kan i iman-is.,Yella ițargu.,0.03336574130316504,0.7241379310344828
Elle n'a fait que regarder aux alentours.,Tmuqel kan akka d wakka.,Ala muqel i tmuqel tazzit.,0.05372849659117709,0.782608695652174
Tu parles avec un voisin.,Theddreḍ d ḥdd n lǧiran ?,Tettmeslayeḍ d ujiran.,0.05833544737207805,0.6086956521739131
Tu parles avec un voisin.,Theddreḍ d kra unarag ?,Tettmeslayeḍ d ujiran.,0.0814136751754278,0.7142857142857143
J'ai cru que je serais toujours seul.,Nniɣ-as weḥd-i ara s-kemmleɣ.,Ɣileɣ ad iliɣ weḥd-i i lebda.,0.040824829046386304,0.84
J'ai cru que je serais toujours seul.,Ɣilleɣ weḥd-i kan ara qqimeɣ.,Ɣileɣ ad iliɣ weḥdi daymen.,0.05372849659117709,0.6666666666666666
Un chien peut voir dans l'obscurité.,Aqjun iẓerr deg tillas.,Aqjun izmer ad iwali deg tillas.,0.09554427922043669,0.5
Un chien peut voir dans l'obscurité.,Aydi yettwali i ṭṭlam.,Aqjun izmer ad iwali deg tillas.,0.0,0.9523809523809523
Celui qui toujours rit est fou ; celui qui jamais ne rit est malheureux.,"Win yettaḍsan dima, d amehbul ; ma d win ur nettadṣa maḍi, d ameɣbun.",Win iteddsen daymen d amehbul ; win ur ntteddes ara yakk d amesbaṭel.,0.05186805880190237,0.47692307692307695
Je n'ai jamais porté de smoking.,Werǧin lsiɣ asmukin.,Werǧin lsiɣ asmoking.,0.24028114141347542,0.10526315789473684
Tu sais d'où viennent ces équations ?,Teẓriḍ ansi d-kkant tguda-ya ?,Teẓriḍ ansi i d-kkant tegdutin-agi?,0.12574334296829354,0.34615384615384615
Les avocats de la défense en appelèrent à la pitié.,Ibugaṭuten n temḥaddit ssutren tin tmella.,Ibugatuten n ummesten ssutren rreḥma.,0.05231223689135342,0.4146341463414634
C'est une femme mariée.,D tameṭṭut izewǧen.,D tamṭṭut yezewǧen.,0.11362193664674995,0.16666666666666666
Ils ont des jumelles.,Sεan takniwin.,Sɛan timsisliwin.,0.0,0.5384615384615384
"Sur son lit d'hôpital, il gisait, pâle comme la mort.","Yella yeẓẓel ɣef umeṭreḥ di sbiṭar, werriɣ amzun yemmut.","Deg wusu-s n sbitar, yezzel, d awraɣ am lmut.",0.0,0.7037037037037037
L'arbre a cessé de croître.,Addag-nni yugi ad yernu ad yimɣur.,Ttejra teḥbes gemmu.,0.0,0.8125
L'arbre a cessé de croître.,Ttejra-nni tegguma ad timɣur.,Ttejra teḥbes gemmu.,0.0,0.5555555555555556
"Tout à coup, un chien se mit à aboyer.","Ciṭuḥ kan, ata yebda yesseglaf uqjun.","Taswiɛt kan, yebda uqjun ad isseglaf.",0.05372849659117709,0.7428571428571429
C'est son premier jour à l'école.,D ass-is amenzu deg uɣerbaz.,D ass-is amezwaru deg uɣerbaz.,0.16068568378893033,0.15384615384615385
Tom écoute.,Tom yesmuzgut.,Tom isell.,0.1495348781221221,0.6153846153846154
Tom écoute.,Yettḥessis Tom.,Tom isell.,0.1495348781221221,0.7857142857142857
C'est le fruit défendu qui a le goût le plus doux.,D agummu yettuḥeṛṛmen ay bnin ugar.,D lfakya i d-yugdel i d-yifent deg lḥlawa.,0.02777619034011792,0.9117647058823529
Vendues !,Nzant.,Nzent!,0.0,0.2
Vendues !,A tid yenzan !,Znzent!,0.0,0.8333333333333334
La vraie justice est dans la main de Dieu.,Taɣdemt n ṣṣeḥ atta ɣur Rebbi.,Lḥeqq n tidet deg ufus n Rebbi.,0.039281465090051315,0.6551724137931034
Notre école est située sur la colline.,Aɣerbaz-nneɣ yezga-d deg tewrirt.,Aɣerbaz-nneɣ yezga-d ɣef tewrirt.,0.1880301546543197,0.06666666666666667
"C'est trop loin pour aller à pied à la gare, aussi prenons l'autobus.","Yebεed lḥal mliḥ akken ad nruḥ ɣef uḍar alamma d taɣsert, yya kan ad neṭṭef lkar.","Yebɛed aṭas i wakken ad nruḥ s uḍar ɣer tgaṛt, ihi ayaw ad nerkeb deg uṭubis.",0.030934588294313718,0.5443037974683544
Ne fourre jamais la tête dans une ruche pour goûter le miel.,Ɣur-k ad tegreḍ aqerru-k deg teɣrast akken ad tεerḍeḍ tament.,Ur ssekcam ara aqerru-k deg tazzit iwakken ad tmeḍyeḍ tamment.,0.04939382737115371,0.39655172413793105
Elles sont sur le point de partir.,Atenta d abrid ad ruḥent.,Qrib ad ṛuḥent.,0.05833544737207805,0.5416666666666666
Qui va loin des yeux va loin du cœur.,W'ibeεden ɣef allen yebεed ɣef ul.,"Win i ibeɛden ɣef wallen, ibeɛed ɣef wul.",0.03303164318013808,0.375
Nous espérons que vous viendrez nombreux.,Nessaram ad d-tasem s tuget.,Nessaram a d-tasem s waṭas.,0.12574334296829354,0.23076923076923078
Aucun d'entre nous n'est heureux.,Yiwen ur ihenna seg-neɣ.,Ula d yiwen deg-nneɣ ur ifreḥ.,0.048549177170732344,0.9090909090909091
À qui est ce manteau ?,W'ilan akebbuḍ-a ?,N wanwa ubaltu-agi?,0.0,0.8571428571428571
L'ironie est la pudeur de l'humanité.,Aεekki d leḥya n talsa.,Tirni d lḥaya n talsa.,0.12574334296829354,0.3181818181818182
Il n'y a qu'un seul livre sur le bureau.,Yiwen wedlis kan i yellan ɣef tnarit.,Yella kan yiwen n udlis ɣef lbiru.,0.043472087194499145,0.6666666666666666
Les grandes vacances commencent en Juillet.,Imuras imeqqranen beddun deg yulyu.,Imuras imeqqranen bddun di yulyu.,0.12574334296829354,0.08823529411764706
Occupe-toi de tes propre affaires !,Lhu-d kan d ccɣel-ik!,Lhu-d d yiman-ik!,0.09681772177713914,0.5
J'ai demandé à mon père de m'emmener au cirque.,Nniɣ-as i baba ad y-isstebeε ɣer ssirk.,Sutreɣ i baba ad yi-yawi ɣer usirk.,0.17567205239427922,0.3888888888888889
Je veux un bifteck bien cuit.,Bɣiɣ yiwen ubiftik yewwan akken ilaq.,Bɣiɣ abiftek yewwan mliḥ.,0.05795053470733952,0.4722222222222222
"Tout le monde pense à changer le monde, mais personne ne pense à se changer soi-même.","Bɣan merra ad beddlen amaḍal, maca yiwen ur s-yenna ad beddleɣ iman-iw.","Medden akk xemmmen ad beddlen amaḍal, meɛna ula d yiwen ur ixemmem ad ibeddel iman-is.",0.08609583710384033,0.4925373134328358
Cette grande entreprise va débourser plusieurs millions d'euros pour sa prochaine campagne publicitaire.,Takebbanit-a tameqqrant d imelyan n wuruten ara tṣerref ɣef tawayt udellel i d-iteddun.,Takebbant-agi tameqqrant ad tessefsex aṭas n yelyunen n yiwṛuten i tadiwent-is n usishel d-iteddun.,0.020200106912694155,0.5714285714285714
Je fais du bénévolat.,D awaziw i lliɣ.,Xeddmeɣ amahil amunan.,0.0,1.0
Nous nous sommes mutuellement excusés.,Nemsamaḥ.,Nemyusamaḥ.,0.0,0.25
Il est tombé dans les pommes.,Iruḥ deg-sent.,Yeɣli d amayeg.,0.0,1.0
Que se passe-t-il ?,D acu yeḍran ?,D acu i d-yeḍran?,0.16990442448471224,0.25
"À huit heures et demie du matin, la petite troupe suivait la lisière du canal.","Ɣef ttmenya n ṣṣbeḥ, tarbaεt telḥa-d rrif n terga.","Ɣef tmenya d uzgen n ṣṣbeḥ, tarbaɛt tameẓyant tella tḍeffir rrif n ukanal.",0.04913270548144422,0.723404255319149
Il est à l'université.,Atan deg tesdawit.,Yella deg tesdawit.,0.24028114141347542,0.29411764705882354
L'incendie a été rapidement maîtrisé.,Ur εeṭṭlen ara ssensen times-nni.,Times tettwaṭṭef s tɣawla.,0.0,0.8064516129032258
Je demande ça par pure curiosité.,Steqsaɣ-d kan akka.,Steqsiɣ-d aya s tmuɣli kan.,0.05372849659117709,0.7647058823529411
Je demande ça par pure curiosité.,"Ulac, d tawnafit kan.",Steqsiɣ ayagi kan s tmuɣli.,0.05372849659117709,1.105263157894737
"S'il n'y a pas de vie après la mort, alors vous feriez mieux de faire en sorte que celle-ci compte.","Ihi ma ulac tudert-iḍen deffir lmut, ɣas fket-as azal i ta n tura.","Ma ulac tudert deffir lmut, ihi axir-awen a d-tgem iwakken tinna ad tesɛu azal.",0.047275266063115634,0.6774193548387096
J'ai arrêté de boire de la bière.,"Dayen, ǧǧiɣ lbira.",Ḥebseɣ tisit n lbira.,0.08034284189446518,0.6875
La civilisation est à la base de toutes les idées politiques de l'époque concernée.,D taɣerma i d llsas n tiktiwin akk tisertanin n tallit-nni.,Taɣerma d llsas n tktiwin tisertiyin akk n tallit-nni.,0.12998687172397225,0.2631578947368421
J'ai rencontré par hasard un vieil ami à la gare de Tokyo.,Mlaleɣ yiwen seg imdukal-iw n zik akka kan s ugacur deg teɣsert n Tokyo.,Mlalɣ s tsedmirt d umdakkul aqdim deg tgaṛt n Tokyo.,0.035578658668572044,0.5714285714285714
J'ai rencontré par hasard un vieil ami à la gare de Tokyo.,Mlaleɣ yiwen seg imdukal-iw iqdimen s usamma kan deg teɣsert n Tokyo.,Mlalɣ s tsedmirt d umdakkul aqdim deg tgaṛt n Tokyo.,0.04345587182943313,0.582089552238806
Je ne veux que vous aider !,Bɣiɣ kan ad ak-d-fkeɣ afus n tallalt!,Bɣiɣ kan ad awen-ɛiwneɣ !,0.1878296463217631,0.5588235294117647
Marie porte aujourd'hui la même robe qu'hier.,Ass-a Marie telsa taqendurt-nni ay tesla iḍelli.,Marie telsa ass-a taksiwt-nni n iḍelli.,0.08690744034581972,0.5111111111111111
«Puis-je venir avec toi ?» «Bien sûr !»,« Zemreɣ ad dduɣ yid-k? » « D ayen ibanen! »,« Zemreɣ ad d-aseɣ yid-k ? » « Bla ccek ! »,0.0808764862779457,0.37142857142857144
"« Parlez-vous allemand ? » « Non, je suis Française. »","« Tettmeslayeḍ talmanit? » – « Ala, nekk d tafṛansit. »","« Tessawaleḍ talmanit ? » « Ala, nekk d tafransist. »",0.5081327481546147,0.2
J'ai un ami qui se coupe lui-même les cheveux.,Sεiɣ yiwen umdakkel i igezzmen i yiman-is acekkuḥ.,Sɛiɣ amdakkul i ițgezzimen acebbub-is s yiman-is.,0.034052233956373766,0.5625
"Je n'aimais pas le vin, mais maintenant j'aime beaucoup.","Lliɣ ur ḥemmleɣ ara ccṛab, ma d tura ḥemmlaɣ-t aṭas.","Ur ḥemmleɣ ara ccrab zik, meɛna tura ḥemmleɣ-t aṭas.",0.12067008283523631,0.30612244897959184
C'est tout ce que tu veux ?,D aya kan i tebɣiḍ?,D ayagi kan i tebɣiḍ?,0.28574404296988,0.1111111111111111
Qu'est-ce qu'un porc-épic ?,Dacu i d aruy?,D acu i d aruy ?,0.26591479484724945,0.07692307692307693
Est-ce tout ce que vous voulez ?,D aya kan i tebɣam?,D ayagi kan i tebɣam?,0.28574404296988,0.1111111111111111
Est-ce tout ce que vous voulez ?,D aya kan i tebɣamt?,D ayagi kan i tebɣam?,0.12574334296829354,0.15789473684210525
Est-ce tout ce que vous voulez ?,D aya kan i tebɣiḍ?,D ayen kan i tebɣam?,0.12574334296829354,0.2222222222222222
Ces batteries sont toutes à plat.,Idɣaɣen-is akk fukken.,Tibatriyin-agi akk mmutent.,0.11362193664674995,0.8
Ces piles sont toutes mortes.,Idɣaɣen-is akk mmuten.,Tipil-agi mmutent akk.,0.11362193664674995,0.8
Pourquoi n'êtes-vous pas allé voir la police ?,Acuɣer ur tṛuḥeḍ ara ad teẓreḍ tamsulta?,Acuɣer ur t-rruḥem ara aț-țwalim lbulis?,0.0808764862779457,0.4358974358974359
"À chaque fois que je suis allé pour la voir, elle était déjà sortie.","Yal m'ara ruḥeɣ ad tt-ẓreɣ, ttafeɣ teffeɣ.","Yal tikelt i ruḥeɣ ad tt-waliɣ, tella teffeɣ yakan.",0.06030725360407769,0.6052631578947368
Il y a un pigeon blanc sur le toit.,Yiwen yitbir d amellal ata ɣef ssqef.,Yella yitbir amellal ɣef ssqef.,0.09057365499736145,0.2777777777777778
Il y a un pigeon blanc sur le toit.,Yella yiwen yitbir d amellal ɣef ssqef.,Yella yitbir amellal ɣef ssqef.,0.20252884954471367,0.21052631578947367
La rumeur s'est avérée vraie.,Awal-nni yuzzlen ziɣ d tidet.,Awal-nni yeffeɣ-d d tideț.,0.07440995947486906,0.37037037037037035
"Si tu te trouves piégé par un ours dans la forêt, ta meilleure option est de te mettre au sol et de faire le mort.","Ma yessexdem-ak-tt udebbiw deg teẓgi, xir kan ad tadreḍ ɣer lqaεa terreḍ iman-ik temmuteḍ.","Ma yella iḥeṣṣer-ik-id wursu deg teẓgi, ayen yifent d ad t-genneḍ ɣef lqaɛa u ad terr-eḍ iman-ik temmuteḍ.",0.07312597280946921,0.4823529411764706
Tout le monde hésita.,Kukran merra.,Kull yiwen ikukra.,0.0,0.9166666666666666
"Pas si facile de trouver, ce qu'est cette chose-là.","Yewεeṛ maḍi ad d-naf d acu-t, wehdum-agi.",Ur ishil ara ad d-tafed d acu-tt tɣawsa-nni.,0.03303164318013808,0.6388888888888888
Il est resté muet au cours de cette discussion.,Yeggugem kra yekka umeslay-a.,Yeqqim d agugam deg wudiwen-agi.,0.0,0.8518518518518519
Je veux voir le monde.,Bɣiɣ ad ẓreɣ ddunit.,Bɣiɣ ad waliɣ amaḍal.,0.16990442448471224,0.5263157894736842
"Qui n'aime point le vin, les femmes ni les chants, restera un sot toute sa vie durant.","Win ur nḥemmel ccrab d tlawin akked ccna, ad yeqqim d ungif ddunit-is akk.","Win ur iḥemmlen ara crab, tilawin d ccna, ad yeqqim d abuhal akk tudert-is.",0.22718709780542318,0.4507042253521127
Leur décision entraînera de fâcheuses conséquences.,Ray-a ddmen ad d-yeglu s inelkimen ur nettiεǧab.,Rray-nsen ad d-yeglu s yigemmaḍ n diri.,0.1417182961428368,0.5111111111111111
"Je ne fais que regarder, merci.","Xeẓẓreɣ kan, tanemmirt.","Tmuquleɣ kan, tanemmirt.",0.24028114141347542,0.2857142857142857
Vous travaillez trop ces derniers temps. N'êtes-vous donc pas fatigué ?,"Txeddmem bezzaf tineggura-ya, ur teεyim ara ?",Txeddmem aṭas ussan-agi ineggura. Ur teɛyim ara ihi?,0.03655552228545124,0.4878048780487805
